survey_round,variable,fct_source,rolling_1y_target,rolling_1y_forecast,rolling_2y_target,rolling_2y_forecast,next_year_target,next_year_forecast,current_year_target,current_year_forecast,survey_year,survey_quarter
1999Q1,HICP,1,1999Dec,1.2,2000Dec,1.7,2000,1.5,1999,1.0,1999,1
1999Q1,HICP,2,1999Dec,1.2,2000Dec,1.2,2000,1.2,1999,1.0,1999,1
1999Q1,HICP,3,1999Dec,0.8,2000Dec,1.2,2000,1.0,1999,0.8,1999,1
1999Q1,HICP,4,1999Dec,1.3,2000Dec,1.8,2000,1.6,1999,1.2,1999,1
1999Q1,HICP,5,1999Dec,1.1,2000Dec,1.5,2000,1.4,1999,0.8,1999,1
1999Q1,HICP,6,1999Dec,1.1,2000Dec,1.3,2000,1.3,1999,0.9,1999,1
1999Q1,HICP,7,1999Dec,0.8,2000Dec,0.8,2000,0.8,1999,0.8,1999,1
1999Q1,HICP,9,1999Dec,0.6,2000Dec,0.7,2000,0.6,1999,0.7,1999,1
1999Q1,HICP,10,1999Dec,1.1,2000Dec,1.6,2000,1.3,1999,1.2,1999,1
1999Q1,HICP,11,1999Dec,1.5,2000Dec,1.6,2000,1.5,1999,1.2,1999,1
1999Q1,HICP,14,1999Dec,1.3,2000Dec,1.7,2000,1.5,1999,1.0,1999,1
1999Q1,HICP,16,1999Dec,1.6,2000Dec,2.0,2000,1.8,1999,1.2,1999,1
1999Q1,HICP,17,1999Dec,1.5,2000Dec,2.0,2000,1.7,1999,1.2,1999,1
1999Q1,HICP,18,1999Dec,1.0,2000Dec,1.2,2000,1.1,1999,0.8,1999,1
1999Q1,HICP,19,1999Dec,1.0,2000Dec,1.2,2000,1.0,1999,0.8,1999,1
1999Q1,HICP,20,1999Dec,0.9,2000Dec,1.5,2000,1.4,1999,0.8,1999,1
1999Q1,HICP,23,1999Dec,1.4,2000Dec,2.1,2000,1.9,1999,1.1,1999,1
1999Q1,HICP,24,1999Dec,1.4,2000Dec,2.1,2000,1.8,1999,1.3,1999,1
1999Q1,HICP,26,1999Dec,1.4,2000Dec,1.6,2000,1.5,1999,1.2,1999,1
1999Q1,HICP,28,1999Dec,1.2,2000Dec,1.0,2000,1.0,1999,1.0,1999,1
1999Q1,HICP,29,1999Dec,1.1,2000Dec,1.4,2000,1.3,1999,1.0,1999,1
1999Q1,HICP,31,1999Dec,1.7,2000Dec,1.9,2000,1.7,1999,1.4,1999,1
1999Q1,HICP,32,1999Dec,1.2,2000Dec,1.8,2000,1.5,1999,1.0,1999,1
1999Q1,HICP,33,1999Dec,1.6,2000Dec,2.0,2000,1.8,1999,1.4,1999,1
1999Q1,HICP,34,1999Dec,1.5,2000Dec,1.8,2000,1.6,1999,1.4,1999,1
1999Q1,HICP,35,1999Dec,1.8,,,,,1999,1.2,1999,1
1999Q1,HICP,36,1999Dec,1.2,2000Dec,1.4,2000,1.3,1999,1.0,1999,1
1999Q1,HICP,37,1999Dec,1.8,2000Dec,2.1,2000,1.9,1999,1.5,1999,1
1999Q1,HICP,38,1999Dec,1.2,2000Dec,1.6,2000,1.4,1999,1.0,1999,1
1999Q1,HICP,39,1999Dec,1.3,2000Dec,1.6,2000,1.6,1999,1.1,1999,1
1999Q1,HICP,40,1999Dec,1.1,2000Dec,1.4,2000,1.2,1999,0.9,1999,1
1999Q1,HICP,43,1999Dec,0.6,2000Dec,0.9,2000,0.7,1999,0.5,1999,1
1999Q1,HICP,45,,,,,2000,1.3,1999,1.2,1999,1
1999Q1,HICP,46,1999Dec,0.71,2000Dec,0.53,2000,0.64,1999,0.68,1999,1
1999Q1,HICP,47,1999Dec,1.0,2000Dec,1.5,2000,1.2,1999,0.9,1999,1
1999Q1,HICP,50,1999Dec,0.4,2000Dec,1.3,2000,0.3,1999,0.6,1999,1
1999Q1,HICP,52,1999Dec,1.0,2000Dec,1.5,2000,1.3,1999,1.0,1999,1
1999Q1,HICP,53,1999Dec,1.4,2000Dec,1.6,2000,1.5,1999,1.4,1999,1
1999Q1,HICP,54,1999Dec,0.8,2000Dec,1.1,2000,1.0,1999,0.7,1999,1
1999Q1,HICP,55,1999Dec,1.1,2000Dec,1.7,2000,1.6,1999,0.8,1999,1
1999Q1,HICP,56,1999Dec,0.9,2000Dec,1.2,2000,1.1,1999,0.8,1999,1
1999Q1,HICP,59,1999Dec,1.4,2000Dec,1.6,2000,1.4,1999,1.1,1999,1
1999Q1,HICP,60,1999Dec,1.4,2000Dec,1.8,2000,1.6,1999,1.2,1999,1
1999Q1,HICP,61,1999Dec,1.5,2000Dec,2.0,2000,1.8,1999,1.2,1999,1
1999Q1,HICP,62,,,,,2000,1.4,1999,1.2,1999,1
1999Q1,HICP,63,1999Dec,1.4,2000Dec,1.9,2000,1.7,1999,1.2,1999,1
1999Q1,HICP,64,1999Dec,1.1,2000Dec,1.4,2000,1.2,1999,1.0,1999,1
1999Q1,HICP,65,1999Dec,0.9,2000Dec,1.4,2000,1.2,1999,0.8,1999,1
1999Q1,HICP,67,1999Dec,0.8,2000Dec,1.6,2000,1.4,1999,1.0,1999,1
1999Q1,HICP,68,1999Dec,0.5,2000Dec,0.8,2000,0.7,1999,0.6,1999,1
1999Q1,HICP,70,1999Dec,1.0,2000Dec,1.7,2000,1.5,1999,1.0,1999,1
1999Q1,HICP,71,1999Dec,1.4,2000Dec,1.4,2000,1.4,1999,1.1,1999,1
1999Q1,HICP,72,1999Dec,1.0,2000Dec,2.0,2000,1.5,1999,0.7,1999,1
1999Q1,HICP,73,,,,,2000,0.7,1999,0.5,1999,1
1999Q1,HICP,76,1999Dec,1.3,2000Dec,1.7,2000,1.4,1999,1.1,1999,1
1999Q1,HICP,85,1999Dec,0.5,2000Dec,0.8,2000,0.7,1999,0.6,1999,1
1999Q1,HICP,86,1999Dec,1.3,2000Dec,1.7,2000,1.5,1999,1.1,1999,1
1999Q1,HICP,87,1999Dec,1.0,2000Dec,1.4,2000,1.3,1999,0.9,1999,1
1999Q1,HICP,88,1999Dec,1.4,2000Dec,1.8,2000,1.6,1999,1.2,1999,1
1999Q1,HICP,89,1999Dec,1.2,2000Dec,1.4,2000,1.3,1999,1.0,1999,1
1999Q1,HICP,90,1999Dec,0.7,2000Dec,1.3,2000,1.5,1999,1.0,1999,1
1999Q1,HICP,91,1999Dec,1.4,2000Dec,1.6,2000,1.6,1999,1.2,1999,1
1999Q1,HICP,92,1999Dec,1.33,2000Dec,1.53,2000,1.38,1999,0.97,1999,1
1999Q1,HICP,93,,,,,2000,1.2,1999,1.1,1999,1
1999Q1,HICP,94,1999Dec,1.4,2000Dec,1.5,2000,1.5,1999,0.9,1999,1
1999Q1,HICP,95,1999Dec,0.8,2000Dec,1.1,2000,1.0,1999,0.8,1999,1
1999Q1,RGDP,1,1999Q3,2.2,2000Q3,2.5,2000,2.5,1999,2.0,1999,1
1999Q1,RGDP,2,1999Q3,2.3,2000Q3,2.5,2000,2.4,1999,2.2,1999,1
1999Q1,RGDP,3,1999Q3,1.8,2000Q3,1.9,2000,1.8,1999,1.9,1999,1
1999Q1,RGDP,4,1999Q3,2.5,2000Q3,3.1,2000,3.0,1999,2.4,1999,1
1999Q1,RGDP,5,1999Q3,2.0,2000Q3,2.5,2000,2.3,1999,1.9,1999,1
1999Q1,RGDP,6,1999Q3,2.4,2000Q3,2.8,2000,2.7,1999,2.2,1999,1
1999Q1,RGDP,7,1999Q3,1.6,2000Q3,2.6,2000,2.2,1999,1.6,1999,1
1999Q1,RGDP,9,1999Q3,1.7,2000Q3,1.8,2000,1.9,1999,1.8,1999,1
1999Q1,RGDP,10,1999Q3,1.6,2000Q3,2.1,2000,2.2,1999,1.8,1999,1
1999Q1,RGDP,11,1999Q3,2.0,2000Q3,2.5,2000,2.4,1999,2.1,1999,1
1999Q1,RGDP,14,1999Q3,2.3,2000Q3,2.6,2000,2.5,1999,2.1,1999,1
1999Q1,RGDP,16,1999Q3,2.0,2000Q3,3.2,2000,2.9,1999,2.0,1999,1
1999Q1,RGDP,17,1999Q3,2.3,2000Q3,2.4,2000,2.5,1999,2.3,1999,1
1999Q1,RGDP,18,1999Q3,2.0,2000Q3,2.0,2000,2.0,1999,2.0,1999,1
1999Q1,RGDP,19,1999Q3,1.3,2000Q3,1.7,2000,1.6,1999,1.5,1999,1
1999Q1,RGDP,20,1999Q3,1.9,2000Q3,2.5,2000,2.4,1999,1.9,1999,1
1999Q1,RGDP,23,1999Q3,1.9,2000Q3,2.8,2000,2.8,1999,2.1,1999,1
1999Q1,RGDP,24,1999Q3,2.1,2000Q3,3.0,2000,2.8,1999,2.1,1999,1
1999Q1,RGDP,26,1999Q3,2.0,2000Q3,2.3,2000,2.4,1999,2.2,1999,1
1999Q1,RGDP,28,1999Q3,1.5,2000Q3,1.7,2000,1.8,1999,1.9,1999,1
1999Q1,RGDP,29,1999Q3,2.0,2000Q3,2.5,2000,2.3,1999,1.9,1999,1
1999Q1,RGDP,31,1999Q3,2.2,2000Q3,2.7,2000,2.7,1999,2.2,1999,1
1999Q1,RGDP,32,1999Q3,2.2,2000Q3,2.7,2000,2.6,1999,2.1,1999,1
1999Q1,RGDP,33,1999Q3,2.0,2000Q3,2.4,2000,2.4,1999,1.9,1999,1
1999Q1,RGDP,34,1999Q3,2.3,2000Q3,2.7,2000,2.6,1999,2.2,1999,1
1999Q1,RGDP,35,1999Q3,2.0,,,,,1999,2.0,1999,1
1999Q1,RGDP,36,1999Q3,1.8,2000Q3,2.2,2000,2.0,1999,1.7,1999,1
1999Q1,RGDP,37,1999Q3,2.5,2000Q3,2.8,2000,2.7,1999,2.3,1999,1
1999Q1,RGDP,38,1999Q3,2.0,2000Q3,2.5,2000,2.5,1999,2.0,1999,1
1999Q1,RGDP,39,1999Q3,2.4,2000Q3,2.5,2000,2.5,1999,2.1,1999,1
1999Q1,RGDP,40,1999Q3,2.3,2000Q3,2.7,2000,2.6,1999,2.1,1999,1
1999Q1,RGDP,43,1999Q3,2.4,2000Q3,2.7,2000,2.4,1999,2.1,1999,1
1999Q1,RGDP,45,,,,,2000,2.4,1999,2.0,1999,1
1999Q1,RGDP,46,1999Q3,2.02,2000Q3,2.31,2000,2.26,1999,2.04,1999,1
1999Q1,RGDP,47,1999Q3,2.0,2000Q3,2.75,2000,2.5,1999,2.1,1999,1
1999Q1,RGDP,50,1999Q3,1.9,2000Q3,2.4,2000,2.3,1999,2.1,1999,1
1999Q1,RGDP,52,1999Q3,2.5,2000Q3,2.5,2000,2.5,1999,2.0,1999,1
1999Q1,RGDP,53,1999Q3,2.9,2000Q3,2.4,2000,2.7,1999,2.2,1999,1
1999Q1,RGDP,54,,,,,2000,2.8,1999,2.2,1999,1
1999Q1,RGDP,55,1999Q3,2.0,2000Q3,2.6,2000,2.7,1999,2.1,1999,1
1999Q1,RGDP,56,1999Q3,1.9,2000Q3,2.2,2000,2.2,1999,2.0,1999,1
1999Q1,RGDP,59,1999Q3,2.2,2000Q3,3.1,2000,2.5,1999,2.2,1999,1
1999Q1,RGDP,60,1999Q3,2.0,2000Q3,2.6,2000,2.5,1999,2.0,1999,1
1999Q1,RGDP,61,1999Q3,2.0,2000Q3,2.8,2000,2.6,1999,2.2,1999,1
1999Q1,RGDP,62,,,,,2000,2.5,1999,2.2,1999,1
1999Q1,RGDP,63,1999Q3,2.2,2000Q3,2.7,2000,2.0,1999,2.0,1999,1
1999Q1,RGDP,64,1999Q3,2.2,2000Q3,2.6,2000,2.5,1999,2.1,1999,1
1999Q1,RGDP,65,1999Q3,1.9,2000Q3,2.6,2000,2.4,1999,2.0,1999,1
1999Q1,RGDP,67,1999Q3,2.3,2000Q3,2.3,2000,2.4,1999,2.1,1999,1
1999Q1,RGDP,68,1999Q3,2.0,2000Q3,2.5,2000,2.5,1999,2.0,1999,1
1999Q1,RGDP,70,1999Q3,2.4,2000Q3,2.7,2000,2.8,1999,2.2,1999,1
1999Q1,RGDP,71,1999Q3,1.1,2000Q3,1.7,2000,1.7,1999,1.3,1999,1
1999Q1,RGDP,72,1999Q3,1.4,2000Q3,2.4,2000,2.3,1999,1.6,1999,1
1999Q1,RGDP,76,1999Q3,1.9,2000Q3,2.8,2000,2.5,1999,2.1,1999,1
1999Q1,RGDP,85,1999Q3,2.1,2000Q3,1.9,2000,2.0,1999,2.3,1999,1
1999Q1,RGDP,86,1999Q3,2.2,2000Q3,2.8,2000,2.7,1999,2.2,1999,1
1999Q1,RGDP,87,1999Q3,2.3,2000Q3,2.6,2000,2.5,1999,2.2,1999,1
1999Q1,RGDP,88,1999Q3,2.0,2000Q3,2.7,2000,2.6,1999,2.1,1999,1
1999Q1,RGDP,89,1999Q3,2.1,2000Q3,2.6,2000,2.5,1999,2.1,1999,1
1999Q1,RGDP,90,1999Q3,2.0,2000Q3,2.5,2000,2.5,1999,2.1,1999,1
1999Q1,RGDP,91,1999Q3,2.5,2000Q3,2.5,2000,2.5,1999,2.3,1999,1
1999Q1,RGDP,92,1999Q3,2.5,2000Q3,2.36,2000,2.37,1999,2.5,1999,1
1999Q1,RGDP,93,,,,,2000,1.6,1999,2.1,1999,1
1999Q1,RGDP,94,1999Q3,1.8,2000Q3,2.6,2000,2.7,1999,2.0,1999,1
1999Q1,RGDP,95,1999Q3,1.9,2000Q3,2.4,2000,2.6,1999,2.1,1999,1
1999Q2,HICP,1,2000Mar,1.4,2001Mar,1.7,2000,1.5,1999,1.0,1999,2
1999Q2,HICP,2,2000Mar,1.2,2001Mar,1.4,2000,1.2,1999,0.9,1999,2
1999Q2,HICP,3,2000Mar,1.1,2001Mar,1.4,2000,1.4,1999,1.0,1999,2
1999Q2,HICP,4,2000Mar,1.7,2001Mar,2.0,2000,1.6,1999,1.1,1999,2
1999Q2,HICP,5,2000Mar,1.4,2001Mar,1.8,2000,1.6,1999,1.2,1999,2
1999Q2,HICP,7,2000Mar,1.4,2001Mar,1.6,2000,1.5,1999,1.2,1999,2
1999Q2,HICP,9,2000Mar,1.2,2001Mar,1.3,2000,1.2,1999,1.1,1999,2
1999Q2,HICP,11,2000Mar,1.5,2001Mar,1.5,2000,1.4,1999,1.0,1999,2
1999Q2,HICP,14,2000Mar,1.3,2001Mar,1.6,2000,1.5,1999,1.0,1999,2
1999Q2,HICP,16,2000Mar,1.9,2001Mar,2.1,2000,1.8,1999,1.2,1999,2
1999Q2,HICP,17,2000Mar,1.5,2001Mar,2.0,2000,1.7,1999,1.2,1999,2
1999Q2,HICP,19,2000Mar,1.0,2001Mar,1.3,2000,1.2,1999,1.1,1999,2
1999Q2,HICP,20,2000Mar,1.8,2001Mar,2.1,2000,1.4,1999,1.2,1999,2
1999Q2,HICP,23,2000Mar,1.8,2001Mar,2.2,2000,1.9,1999,1.1,1999,2
1999Q2,HICP,24,2000Mar,1.8,2001Mar,2.2,2000,1.7,1999,1.2,1999,2
1999Q2,HICP,26,2000Mar,1.3,2001Mar,1.7,2000,1.54,1999,1.0,1999,2
1999Q2,HICP,28,2000Mar,1.2,2001Mar,1.5,2000,1.3,1999,1.1,1999,2
1999Q2,HICP,29,2000Mar,1.6,2001Mar,1.7,2000,1.7,1999,1.2,1999,2
1999Q2,HICP,31,2000Mar,2.1,2001Mar,2.0,2000,1.9,1999,1.3,1999,2
1999Q2,HICP,32,2000Mar,1.4,2001Mar,2.0,2000,1.6,1999,1.0,1999,2
1999Q2,HICP,33,2000Mar,1.8,2001Mar,2.2,2000,1.8,1999,1.3,1999,2
1999Q2,HICP,34,2000Mar,1.5,2001Mar,1.7,2000,1.6,1999,1.3,1999,2
1999Q2,HICP,36,2000Mar,1.4,2001Mar,1.7,2000,1.5,1999,1.1,1999,2
1999Q2,HICP,37,2000Mar,2.0,2001Mar,2.2,2000,1.9,1999,1.4,1999,2
1999Q2,HICP,38,2000Mar,2.0,2001Mar,2.2,2000,2.2,1999,1.2,1999,2
1999Q2,HICP,39,2000Mar,1.7,2001Mar,1.5,2000,1.7,1999,1.2,1999,2
1999Q2,HICP,40,2000Mar,1.3,2001Mar,1.5,2000,1.4,1999,1.0,1999,2
1999Q2,HICP,41,2000Mar,1.7,2001Mar,1.4,2000,1.5,1999,1.0,1999,2
1999Q2,HICP,42,2000Mar,1.6,2001Mar,1.4,2000,1.7,1999,1.2,1999,2
1999Q2,HICP,43,2000Mar,1.3,2001Mar,1.4,2000,1.3,1999,1.1,1999,2
1999Q2,HICP,45,,,,,2000,1.5,1999,1.2,1999,2
1999Q2,HICP,46,2000Mar,0.78,2001Mar,0.67,2000,0.76,1999,0.88,1999,2
1999Q2,HICP,47,2000Mar,1.3,2001Mar,1.5,2000,1.3,1999,0.9,1999,2
1999Q2,HICP,48,2000Mar,1.2,2001Mar,1.5,2000,1.4,1999,1.1,1999,2
1999Q2,HICP,50,2000Mar,1.0,2001Mar,1.5,2000,1.4,1999,0.8,1999,2
1999Q2,HICP,53,2000Mar,1.7,2001Mar,1.8,2000,1.5,1999,1.0,1999,2
1999Q2,HICP,54,2000Mar,1.5,2001Mar,1.3,2000,1.3,1999,1.4,1999,2
1999Q2,HICP,55,2000Mar,1.8,2001Mar,1.5,2000,1.7,1999,1.2,1999,2
1999Q2,HICP,56,2000Mar,1.4,2001Mar,1.5,2000,1.4,1999,0.9,1999,2
1999Q2,HICP,57,2000Mar,1.3,2001Mar,1.4,2000,1.6,1999,1.1,1999,2
1999Q2,HICP,59,2000Mar,1.7,2001Mar,1.4,2000,1.6,1999,1.0,1999,2
1999Q2,HICP,60,2000Mar,1.5,2001Mar,1.7,2000,1.6,1999,1.4,1999,2
1999Q2,HICP,61,2000Mar,1.6,2001Mar,2.0,2000,1.8,1999,1.3,1999,2
1999Q2,HICP,63,,,,,2000,1.5,1999,1.0,1999,2
1999Q2,HICP,64,2000Mar,1.2,2001Mar,1.5,2000,1.2,1999,1.1,1999,2
1999Q2,HICP,65,2000Mar,1.4,2001Mar,1.7,2000,1.4,1999,0.7,1999,2
1999Q2,HICP,67,2000Mar,1.4,2001Mar,1.8,2000,1.7,1999,1.2,1999,2
1999Q2,HICP,70,2000Mar,1.6,2001Mar,2.0,2000,1.7,1999,1.3,1999,2
1999Q2,HICP,71,2000Mar,1.4,2001Mar,1.1,2000,1.2,1999,1.4,1999,2
1999Q2,HICP,72,2000Mar,1.3,2001Mar,2.0,2000,1.5,1999,1.0,1999,2
1999Q2,HICP,73,,,,,2000,1.5,1999,1.3,1999,2
1999Q2,HICP,85,2000Mar,1.0,2001Mar,1.1,2000,1.2,1999,0.9,1999,2
1999Q2,HICP,87,2000Mar,1.5,2001Mar,1.8,2000,1.6,1999,1.1,1999,2
1999Q2,HICP,88,2000Mar,1.5,2001Mar,1.9,2000,1.7,1999,1.2,1999,2
1999Q2,HICP,89,2000Mar,1.5,2001Mar,1.3,2000,1.4,1999,1.2,1999,2
1999Q2,HICP,90,2000Mar,1.2,2001Mar,1.8,2000,1.3,1999,1.0,1999,2
1999Q2,HICP,91,,,,,2000,1.6,1999,1.3,1999,2
1999Q2,HICP,92,2000Mar,1.69,2001Mar,1.82,2000,1.68,1999,1.13,1999,2
1999Q2,HICP,93,,,,,2000,1.3,1999,1.2,1999,2
1999Q2,HICP,94,2000Mar,1.5,2001Mar,1.7,2000,1.5,1999,1.1,1999,2
1999Q2,HICP,95,2000Mar,1.0,2001Mar,1.2,2000,1.2,1999,0.9,1999,2
1999Q2,RGDP,1,1999Q4,2.3,2000Q4,2.5,2000,2.5,1999,2.0,1999,2
1999Q2,RGDP,2,1999Q4,2.5,2000Q4,3.0,2000,2.7,1999,2.0,1999,2
1999Q2,RGDP,3,1999Q4,2.0,2000Q4,2.4,2000,2.4,1999,1.9,1999,2
1999Q2,RGDP,4,1999Q4,3.1,2000Q4,2.5,2000,2.9,1999,2.3,1999,2
1999Q2,RGDP,5,1999Q4,2.0,2000Q4,2.9,2000,2.5,1999,1.9,1999,2
1999Q2,RGDP,7,1999Q4,1.9,2000Q4,2.4,2000,2.2,1999,1.9,1999,2
1999Q2,RGDP,9,1999Q4,1.8,2000Q4,2.2,2000,2.0,1999,1.6,1999,2
1999Q2,RGDP,11,1999Q4,2.8,2000Q4,2.3,2000,2.5,1999,2.1,1999,2
1999Q2,RGDP,14,1999Q4,2.5,2000Q4,2.5,2000,2.7,1999,2.2,1999,2
1999Q2,RGDP,16,1999Q4,2.7,2000Q4,2.8,2000,2.9,1999,2.0,1999,2
1999Q2,RGDP,17,1999Q4,2.4,2000Q4,3.0,2000,2.8,1999,2.3,1999,2
1999Q2,RGDP,19,1999Q4,1.9,2000Q4,2.2,2000,2.0,1999,1.7,1999,2
1999Q2,RGDP,20,1999Q4,1.8,2000Q4,2.3,2000,2.1,1999,1.8,1999,2
1999Q2,RGDP,23,1999Q4,2.4,2000Q4,2.7,2000,2.8,1999,2.1,1999,2
1999Q2,RGDP,24,1999Q4,2.6,2000Q4,2.5,2000,2.8,1999,2.0,1999,2
1999Q2,RGDP,26,1999Q4,2.4,2000Q4,1.9,2000,2.3,1999,1.9,1999,2
1999Q2,RGDP,28,1999Q4,2.4,2000Q4,2.0,2000,2.3,1999,1.9,1999,2
1999Q2,RGDP,29,1999Q4,2.5,2000Q4,3.0,2000,2.8,1999,2.1,1999,2
1999Q2,RGDP,31,1999Q4,2.2,2000Q4,2.9,2000,2.7,1999,2.0,1999,2
1999Q2,RGDP,32,1999Q4,2.4,2000Q4,2.8,2000,2.7,1999,2.1,1999,2
1999Q2,RGDP,33,1999Q4,1.7,2000Q4,1.7,2000,1.7,1999,1.7,1999,2
1999Q2,RGDP,34,1999Q4,2.3,2000Q4,2.8,2000,2.6,1999,2.1,1999,2
1999Q2,RGDP,36,1999Q4,1.9,2000Q4,2.2,2000,2.1,1999,1.9,1999,2
1999Q2,RGDP,37,1999Q4,2.5,2000Q4,3.0,2000,2.6,1999,2.0,1999,2
1999Q2,RGDP,38,1999Q4,1.8,2000Q4,2.5,2000,2.2,1999,1.6,1999,2
1999Q2,RGDP,39,1999Q4,2.4,2000Q4,2.6,2000,2.6,1999,1.9,1999,2
1999Q2,RGDP,40,1999Q4,2.5,2000Q4,2.8,2000,2.6,1999,2.0,1999,2
1999Q2,RGDP,41,1999Q4,2.3,2000Q4,2.9,2000,2.8,1999,1.9,1999,2
1999Q2,RGDP,42,1999Q4,2.0,2000Q4,2.0,2000,2.3,1999,1.8,1999,2
1999Q2,RGDP,43,1999Q4,2.1,2000Q4,2.5,2000,2.4,1999,1.8,1999,2
1999Q2,RGDP,45,,,,,2000,2.5,1999,2.0,1999,2
1999Q2,RGDP,46,1999Q4,0.84,2000Q4,1.89,2000,1.41,1999,1.15,1999,2
1999Q2,RGDP,47,1999Q4,2.0,2000Q4,2.6,2000,2.3,1999,2.0,1999,2
1999Q2,RGDP,48,1999Q4,2.5,2000Q4,2.8,2000,2.7,1999,2.2,1999,2
1999Q2,RGDP,50,1999Q4,2.0,2000Q4,3.0,2000,2.7,1999,2.3,1999,2
1999Q2,RGDP,53,1999Q4,2.8,2000Q4,2.3,2000,2.6,1999,2.0,1999,2
1999Q2,RGDP,54,1999Q4,2.5,2000Q4,3.0,2000,3.0,1999,2.0,1999,2
1999Q2,RGDP,55,1999Q4,2.4,2000Q4,2.7,2000,2.8,1999,1.9,1999,2
1999Q2,RGDP,56,1999Q4,2.2,2000Q4,2.3,2000,2.2,1999,1.9,1999,2
1999Q2,RGDP,57,,,,,2000,2.5,1999,2.2,1999,2
1999Q2,RGDP,59,1999Q4,2.3,2000Q4,2.7,2000,2.6,1999,2.1,1999,2
1999Q2,RGDP,60,1999Q4,2.5,2000Q4,3.0,2000,2.7,1999,2.0,1999,2
1999Q2,RGDP,61,1999Q4,2.4,2000Q4,2.6,2000,2.6,1999,2.0,1999,2
1999Q2,RGDP,63,,,,,2000,2.2,1999,1.9,1999,2
1999Q2,RGDP,64,1999Q4,2.5,2000Q4,3.0,2000,3.0,1999,2.0,1999,2
1999Q2,RGDP,65,1999Q4,1.9,2000Q4,2.3,2000,2.3,1999,2.0,1999,2
1999Q2,RGDP,67,1999Q4,2.0,2000Q4,2.1,2000,2.0,1999,1.9,1999,2
1999Q2,RGDP,70,1999Q4,2.9,2000Q4,2.8,2000,2.6,1999,2.3,1999,2
1999Q2,RGDP,71,1999Q4,1.9,2000Q4,2.0,2000,2.0,1999,1.4,1999,2
1999Q2,RGDP,72,1999Q4,1.8,2000Q4,2.4,2000,2.3,1999,1.7,1999,2
1999Q2,RGDP,73,,,,,2000,1.9,1999,1.5,1999,2
1999Q2,RGDP,85,1999Q4,1.9,2000Q4,2.1,2000,2.0,1999,2.1,1999,2
1999Q2,RGDP,87,1999Q4,2.5,2000Q4,2.8,2000,2.6,1999,2.2,1999,2
1999Q2,RGDP,88,1999Q4,2.4,2000Q4,2.8,2000,2.6,1999,2.1,1999,2
1999Q2,RGDP,89,1999Q4,1.9,2000Q4,2.6,2000,2.5,1999,1.8,1999,2
1999Q2,RGDP,90,1999Q4,2.0,2000Q4,2.6,2000,2.5,1999,2.0,1999,2
1999Q2,RGDP,91,,,,,2000,2.5,1999,2.1,1999,2
1999Q2,RGDP,92,1999Q4,1.96,2000Q4,2.3,2000,2.4,1999,2.0,1999,2
1999Q2,RGDP,93,,,,,2000,1.6,1999,2.1,1999,2
1999Q2,RGDP,94,1999Q4,2.4,2000Q4,2.8,2000,2.9,1999,1.9,1999,2
1999Q2,RGDP,95,1999Q4,2.1,2000Q4,2.6,2000,2.4,1999,2.0,1999,2
1999Q3,HICP,1,2000Jun,1.5,2001Jun,1.8,2000,1.5,1999,1.0,1999,3
1999Q3,HICP,3,2000Jun,1.2,2001Jun,1.4,2000,1.4,1999,1.0,1999,3
1999Q3,HICP,5,2000Jun,1.4,2001Jun,1.8,2000,1.4,1999,1.0,1999,3
1999Q3,HICP,7,2000Jun,1.3,2001Jun,1.3,2000,1.3,1999,1.0,1999,3
1999Q3,HICP,9,2000Jun,1.3,2001Jun,1.3,2000,1.3,1999,1.1,1999,3
1999Q3,HICP,10,2000Jun,1.5,2001Jun,1.6,2000,1.5,1999,1.1,1999,3
1999Q3,HICP,11,2000Jun,1.2,2001Jun,1.7,2000,1.3,1999,1.0,1999,3
1999Q3,HICP,14,2000Jun,1.3,2001Jun,1.5,2000,1.4,1999,1.0,1999,3
1999Q3,HICP,16,2000Jun,1.5,2001Jun,2.1,2000,1.8,1999,1.2,1999,3
1999Q3,HICP,19,2000Jun,1.3,2001Jun,1.4,2000,1.2,1999,1.1,1999,3
1999Q3,HICP,20,2000Jun,1.6,2001Jun,2.0,2000,1.4,1999,1.0,1999,3
1999Q3,HICP,23,2000Jun,1.9,2001Jun,2.0,2000,1.9,1999,1.2,1999,3
1999Q3,HICP,26,2000Jun,1.7,2001Jun,1.5,2000,1.7,1999,1.2,1999,3
1999Q3,HICP,28,2000Jun,1.2,2001Jun,1.8,2000,1.2,1999,1.1,1999,3
1999Q3,HICP,29,2000Jun,1.3,,,2000,1.2,1999,1.0,1999,3
1999Q3,HICP,31,2000Jun,1.5,2001Jun,2.0,2000,1.6,1999,1.2,1999,3
1999Q3,HICP,32,2000Jun,1.5,2001Jun,2.0,2000,1.7,1999,1.0,1999,3
1999Q3,HICP,33,2000Jun,1.5,2001Jun,2.0,2000,1.5,1999,1.0,1999,3
1999Q3,HICP,34,2000Jun,1.6,2001Jun,1.6,2000,1.7,1999,1.3,1999,3
1999Q3,HICP,35,2000Jun,2.0,,,,,1999,1.4,1999,3
1999Q3,HICP,36,2000Jun,1.4,2001Jun,1.8,2000,1.5,1999,1.2,1999,3
1999Q3,HICP,37,2000Jun,1.9,2001Jun,2.0,2000,1.9,1999,1.2,1999,3
1999Q3,HICP,38,2000Jun,1.8,2001Jun,1.9,2000,1.8,1999,1.2,1999,3
1999Q3,HICP,39,2000Jun,1.6,2001Jun,1.5,2000,1.6,1999,1.2,1999,3
